rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
85,ERICH MAECHLER,CARRERA JEANS,,,1987,4231,26,425263,9601,time
86,ALFRED ACHERMANN,KAS-MIKO-MAVIC,,,1987,4231,26,425358,9696,time
87,THIERRY MARIE,SYSTEME U,,,1987,4231,26,425383,9721,time
88,JEFF PIERCE,SEVEN ELEVEN-HOONVED,,,1987,4231,26,425404,9742,time
89,GERRIE KNETEMANN,PDM,,,1987,4231,26,425449,9787,time
90,RAIMUND DIETZEN,TEKA,,,1987,4231,26,425461,9799,time
91,THÉO DE ROOY,PANASONIC-ISOSTAR,,,1987,4231,26,425485,9823,time
92,FRÉDERIC BRUN,Z-PEUGEOT,,,1987,4231,26,425534,9872,time
93,STEFAN MORJEAN,HITACHI-MARC-ROSSIN-MAVIC,,,1987,4231,26,425737,10075,time
94,ANGEL OCANA,REYNOLDS-SEUR-SADA,,,1987,4231,26,425781,10119,time
95,HENK LUBBERDING,PANASONIC-ISOSTAR,,,1987,4231,26,425930,10268,time
97,MIGUEL INDURAIN,REYNOLDS-SEUR-SADA,,,1987,4231,26,426053,10391,time
98,JONATHAN BOYER,SEVEN ELEVEN-HOONVED,,,1987,4231,26,426089,10427,time
99,JÖRG MULLER,PDM,,,1987,4231,26,426106,10444,time
100,CELESTINO PRIETO,KAS-MIKO-MAVIC,,,1987,4231,26,426164,10502,time
101,CHRISTOBAL PEREZ,CAFÉ DE COLOMBIA,,,1987,4231,26,426362,10700,time
102,GIANCARLO PERINI,CARRERA JEANS,,,1987,4231,26,426380,10718,time
103,KVETOSLAV PALOV,A.N.C-HALFORDS-LYCRA,,,1987,4231,26,426406,10744,time
104,LUC ROOSEN,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,,,1987,4231,26,426432,10770,time
105,ADRI VAN DER POEL,PDM,,,1987,4231,26,426446,10784,time
106,PETER HILSE,TEKA,,,1987,4231,26,426548,10886,time
107,ROLAND LE CLERC,CAJA RURAL-ORBEA,,,1987,4231,26,426646,10984,time
108,JÉSUS HERNANDEZ-UBEDA,REYNOLDS-SEUR-SADA,,,1987,4231,26,426711,11049,time
109,MASSIMO GHIROTTO,CARRERA JEANS,,,1987,4231,26,426759,11097,time
110,BRIAN SÖRENSEN,ROLAND-SKALA-CHIORI-COLNAGO,,,1987,4231,26,426955,11293,time
111,DAVIDE CASSANI,CARRERA JEANS,,,1987,4231,26,427095,11433,time
112,GUIDO WINTERBERG,TOSHIBA-LOOK-LA VIE CLAIRE,,,1987,4231,26,427208,11546,time
113,JOSÉ-LUIS NAVARRO,B.H.,,,1987,4231,26,427220,11558,time
114,PASCAL JULES,CAJA RURAL-ORBEA,,,1987,4231,26,427229,11567,time
115,MICHEL DERNIES,JOKER-EMERXIL-EDDY MERCKX,,,1987,4231,26,427235,11573,time
116,RUDY PATRY,ROLAND-SKALA-CHIORI-COLNAGO,,,1987,4231,26,427347,11685,time
117,FRANCISCO-JOSÉ ANTEQUERA,B.H.,,,1987,4231,26,427435,11773,time
118,MANUEL-JORGE DOMINGUEZ,B.H.,,,1987,4231,26,427460,11798,time
119,GUIDO BONTEMPI,CARRERA JEANS,,,1987,4231,26,427463,11801,time
120,ALESSANDRO PIOVANI,DEL TONGO-COLNAGO,,,1987,4231,26,427599,11937,time
121,JAN WIJNANTS,HITACHI-MARC-ROSSIN-MAVIC,,,1987,4231,26,427621,11959,time
122,HERMAN FRISON,ROLAND-SKALA-CHIORI-COLNAGO,,,1987,4231,26,427639,11977,time
123,ANDRÉ CHAPPUIS,RMO-MERAL-MAVIC,,,1987,4231,26,427740,12078,time
124,JELLE NIJDAM,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,,,1987,4231,26,427740,12078,time
125,PATRICK VERSCHUEREN,ROLAND-SKALA-CHIORI-COLNAGO,,,1987,4231,26,427847,12185,time
126,WIM VAN EYNDE,JOKER-EMERXIL-EDDY MERCKX,,,1987,4231,26,427882,12220,time
127,GERRIT SOLLEVELD,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,,,1987,4231,26,427923,12261,time
128,CARLOS HERNANDEZ,TEKA,,,1987,4231,26,427943,12281,time
129,STEFANO ALLOCCHIO,SUPERMERCATI BRIANZOLI-CHATEAU D'AX,,,1987,4231,26,428438,12776,time
130,JEAN-PAUL VAN POPPEL,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,,,1987,4231,26,428627,12965,time
131,JAN GOESSENS,JOKER-EMERXIL-EDDY MERCKX,,,1987,4231,26,428652,12990,time
132,JOS LIECKENS,JOKER-EMERXIL-EDDY MERCKX,,,1987,4231,26,429450,13788,time
133,GUY GALLOPIN,A.N.C-HALFORDS-LYCRA,,,1987,4231,26,430255,14593,time
134,JEAN-LOUIS GAUTHIER,Z-PEUGEOT,,,1987,4231,26,430380,14718,time
135,MATHIEU HERMANS,CAJA RURAL-ORBEA,,,1987,4231,26,431472,15810,time
1,PEDRO DELGADO,REYNOLDS,,,1988,3286,23,304073,0,time
2,STEVEN ROOKS,P.D.M,,,1988,3286,23,304506,433,time
3,FABIO PARRA,KELME,,,1988,3286,23,304671,598,time
4,STEVE BAUER,WEINMANN-LA SUISSE-S.M.M. USTER,,,1988,3286,23,304808,735,time
5,ERIC BOYER,SYSTEME U,,,1988,3286,23,304917,844,time
6,LUIS ''LUCHO'' HERRERA,CAFÉ DE COLOMBIA,,,1988,3286,23,304949,876,time
7,RONAN PENSEC,Z-PEUGEOT,,,1988,3286,23,305085,1012,time
8,ALVARO PINO,B.H.,,,1988,3286,23,305189,1116,time
9,PETER WINNEN,PANASONIC-ISOSTAR,,,1988,3286,23,305225,1152,time
10,DENIS ROUX,Z-PEUGEOT,,,1988,3286,23,305281,1208,time
11,GERT-JAN THEUNISSE,P.D.M,,,1988,3286,23,305439,1366,time
12,ERIK BREUKINK,PANASONIC-ISOSTAR,,,1988,3286,23,305459,1386,time
13,LAUDELINO CUBINO GONZALEZ,B.H.,,,1988,3286,23,305499,1426,time
14,CLAUDE CRIQUIELION,HITACHI-BOSAL-B.C.E,,,1988,3286,23,305545,1472,time
15,ANDREW ''ANDY'' HAMPSTEN,SEVEN ELEVEN-HOONVED,,,1988,3286,23,305633,1560,time
16,MARINO LEJARETTA,CAJA RURAL-ORBEA,,,1988,3286,23,305669,1596,time
17,PASCAL SIMON,SYSTEME U,,,1988,3286,23,305792,1719,time
18,ERIC CARITOUX,KAS-CANAL 10-MAVIC,,,1988,3286,23,305817,1744,time
19,JÉRÔME SIMON,Z-PEUGEOT,,,1988,3286,23,305852,1779,time
20,RAÚL ALCALÁ,SEVEN ELEVEN-HOONVED,,,1988,3286,23,305947,1874,time
21,GÉRARD ZADROBILEK,WEINMANN-LA SUISSE-S.M.M. USTER,,,1988,3286,23,306002,1929,time
22,ROBERTO VISENTINI,CARRERA JEANS-VAGABOND,,,1988,3286,23,306076,2003,time
23,THIERRY CLAVEYROLAT,RMO-LIBERIA-MAVIC,,,1988,3286,23,306342,2269,time
24,JAANUSZ KUUM,A.D.R. - I.O.C.,,,1988,3286,23,306406,2333,time
25,FEDERICO ECHAVE,B.H.,,,1988,3286,23,306430,2357,time
26,JORGEN PEDERSEN,B.H.,,,1988,3286,23,306437,2364,time
27,JÖRG MULLER,P.D.M,,,1988,3286,23,306526,2453,time
28,FRÉDÉRIC VICHOT,WEINMANN-LA SUISSE-S.M.M. USTER,,,1988,3286,23,306593,2520,time
29,PETER STEVENHAAGEN,P.D.M,,,1988,3286,23,306800,2727,time
30,EDUARDO CHOZAS OLMO,KELME,,,1988,3286,23,306818,2745,time
31,SAMUEL CABRERA,CAFÉ DE COLOMBIA,,,1988,3286,23,306839,2766,time
32,PHILIPPE BOUVATIER,B.H.,,,1988,3286,23,306967,2894,time
33,MARC SERGEANT,HITACHI-BOSAL-B.C.E,,,1988,3286,23,307037,2964,time
34,DAG OTTO LAURITZEN,SEVEN ELEVEN-HOONVED,,,1988,3286,23,307081,3008,time
35,JÉSUS BLANCO-VILLAR,TEKA,,,1988,3286,23,307401,3328,time
36,GILBERT DUCLOS-LASSALLE,Z-PEUGEOT,,,1988,3286,23,307514,3441,time
37,JEAN-PHILIPPE VANDENBRANDE,HITACHI-BOSAL-B.C.E,,,1988,3286,23,307550,3477,time
38,GUY NULENS,PANASONIC-ISOSTAR,,,1988,3286,23,307626,3553,time
39,JEAN-CLAUDE BAGOT,FAGOR,,,1988,3286,23,307660,3587,time
40,CHARLY BERARD,FAGOR,,,1988,3286,23,307681,3608,time
41,EDGAR CORREDOR,CAFÉ DE COLOMBIA,,,1988,3286,23,307753,3680,time
42,JULIO-CÉSAR CADENA,CAFÉ DE COLOMBIA,,,1988,3286,23,307761,3688,time
43,NIKI RUTTIMAN,WEINMANN-LA SUISSE-S.M.M. USTER,,,1988,3286,23,307776,3703,time
44,HENRI ABADIE,Z-PEUGEOT,,,1988,3286,23,307792,3719,time
45,GÉRARD VELDSCHOLTEN,WEINMANN-LA SUISSE-S.M.M. USTER,,,1988,3286,23,307825,3752,time
46,SEAN KELLY,KAS-CANAL 10-MAVIC,,,1988,3286,23,307847,3774,time
47,MIGUEL INDURAIN,REYNOLDS,,,1988,3286,23,307868,3795,time
48,DOMINIQUE ARNAUD,REYNOLDS,,,1988,3286,23,308124,4051,time
49,ISRAËL CORREDOR,CAFÉ DE COLOMBIA,,,1988,3286,23,308143,4070,time
50,MICHAËL WILSON,WEINMANN-LA SUISSE-S.M.M. USTER,,,1988,3286,23,308244,4171,time
51,PATROCINIO JIMENEZ,CAFÉ DE COLOMBIA,,,1988,3286,23,308268,4195,time
52,JÉSUS RODRIGUEZ-MAGRO,REYNOLDS,,,1988,3286,23,308350,4277,time
53,JON UNZAGA,KAS-CANAL 10-MAVIC,,,1988,3286,23,308410,4337,time
54,JOHNNY WELTZ,FAGOR,,,1988,3286,23,308442,4369,time
55,JEAN-CLAUDE COLOTTI,RMO-LIBERIA-MAVIC,,,1988,3286,23,308573,4500,time
56,JOS HAEX,HITACHI-BOSAL-B.C.E,,,1988,3286,23,308589,4516,time
57,MARIANO SANCHEZ,TEKA,,,1988,3286,23,308639,4566,time
58,JEAN-CLAUDE LECLERCQ,WEINMANN-LA SUISSE-S.M.M. USTER,,,1988,3286,23,308714,4641,time
59,SEAN YATES,FAGOR,,,1988,3286,23,308718,4645,time
60,JULIAN GOROSPE,REYNOLDS,,,1988,3286,23,308726,4653,time
61,JAN NEVENS,SIGMA-FINA-DIAMANT,,,1988,3286,23,308764,4691,time
62,GIANNI BUGNO,CHATEAU D'AX,,,1988,3286,23,308822,4749,time
63,JOKIN MUJIKA,CAJA RURAL-ORBEA,,,1988,3286,23,308828,4755,time
64,ENRIQUE ALBERTO AJA CAGIGAS,TEKA,,,1988,3286,23,308865,4792,time
65,PHILIPPE LELEU,TOSHIBA,,,1988,3286,23,308984,4911,time
66,MARC MADIOT,TOSHIBA,,,1988,3286,23,309027,4954,time
67,CHRISTOPHE LAVAINNE,SYSTEME U,,,1988,3286,23,309027,4954,time
68,TONY ROMINGER,CHATEAU D'AX,,,1988,3286,23,309094,5021,time
69,RON KIEFEL,SEVEN ELEVEN-HOONVED,,,1988,3286,23,309111,5038,time
70,ROLAND LE CLERC,CAJA RURAL-ORBEA,,,1988,3286,23,309190,5117,time
71,MARTIAL GAYANT,TOSHIBA,,,1988,3286,23,309203,5130,time
72,JACQUES DECRION,SYSTEME U,,,1988,3286,23,309277,5204,time
73,MARCO-ANTONIO LEON,CAFÉ DE COLOMBIA,,,1988,3286,23,309291,5218,time
74,ERIC VAN LANCKER,PANASONIC-ISOSTAR,,,1988,3286,23,309390,5317,time
75,VICENTE BELDA,KELME,,,1988,3286,23,309442,5369,time
76,MARC VAN ORSOUW,P.D.M,,,1988,3286,23,309509,5436,time
77,MASSIMO GHIROTTO,CARRERA JEANS-VAGABOND,,,1988,3286,23,309523,5450,time
78,PATRICE ESNAULT,RMO-LIBERIA-MAVIC,,,1988,3286,23,309532,5459,time
79,ALESSANDRO POZZI,CHATEAU D'AX,,,1988,3286,23,309612,5539,time
80,DIRK DE WOLF,HITACHI-BOSAL-B.C.E,,,1988,3286,23,309678,5605,time
81,FRÉDERIC BRUN,Z-PEUGEOT,,,1988,3286,23,309685,5612,time
82,LUIS-JAVIER LUKIN,REYNOLDS,,,1988,3286,23,309713,5640,time
83,RAIMUND DIETZEN,TEKA,,,1988,3286,23,309738,5665,time
84,ADRI VAN DER POEL,P.D.M,,,1988,3286,23,309756,5683,time
86,ENNIO VANOTTI,CHATEAU D'AX,,,1988,3286,23,309836,5763,time
87,RUDY DHAENENS,P.D.M,,,1988,3286,23,309849,5776,time
88,MICHEL BIBOLLET,RMO-LIBERIA-MAVIC,,,1988,3286,23,309967,5894,time
89,LUDO PEETERS,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,310240,6167,time
90,MALCOLM ELLIOTT,FAGOR,,,1988,3286,23,310340,6267,time
91,ROLF GOLZ,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,310360,6287,time
92,ACACIO DA SILVA,KAS-CANAL 10-MAVIC,,,1988,3286,23,310399,6326,time
93,DOMINIQUE GARDE,SYSTEME U,,,1988,3286,23,310477,6404,time
94,RÉGIS CLERE,TEKA,,,1988,3286,23,310506,6433,time
95,HENNIE KUIPER,SIGMA-FINA-DIAMANT,,,1988,3286,23,310650,6577,time
96,WILLEM WIJNANT,SIGMA-FINA-DIAMANT,,,1988,3286,23,310669,6596,time
97,ARSENIO GONZALEZ,TEKA,,,1988,3286,23,310686,6613,time
98,THIERRY MARIE,SYSTEME U,,,1988,3286,23,310744,6671,time
99,SOREN LILHOLT,SIGMA-FINA-DIAMANT,,,1988,3286,23,310791,6718,time
100,DANTE REZZE,RMO-LIBERIA-MAVIC,,,1988,3286,23,310856,6783,time
101,STEFAN MORJEAN,HITACHI-BOSAL-B.C.E,,,1988,3286,23,310969,6896,time
102,FRANK DE WOLF,A.D.R. - I.O.C.,,,1988,3286,23,311029,6956,time
103,ETIENNE DE WILDE,SIGMA-FINA-DIAMANT,,,1988,3286,23,311110,7037,time
104,ROQUE DE LA CRUZ,CAJA RURAL-ORBEA,,,1988,3286,23,311145,7072,time
105,DAVIS PHINNEY,SEVEN ELEVEN-HOONVED,,,1988,3286,23,311161,7088,time
106,GUIDO BONTEMPI,CARRERA JEANS-VAGABOND,,,1988,3286,23,311220,7147,time
107,VICENTE RIDAURA,CAJA RURAL-ORBEA,,,1988,3286,23,311364,7291,time
108,FRÉDÉRIC GARNIER,TOSHIBA,,,1988,3286,23,311445,7372,time
109,MARCO BERGAMO,CARRERA JEANS-VAGABOND,,,1988,3286,23,311616,7543,time
110,ANDRÉAS KAPPES,TOSHIBA,,,1988,3286,23,311635,7562,time
111,JOSÉ-SALVADOR SANCHIS,CAJA RURAL-ORBEA,,,1988,3286,23,311693,7620,time
112,INAKI GASTON,KELME,,,1988,3286,23,311742,7669,time
113,JENS VEGGERBY,SEVEN ELEVEN-HOONVED,,,1988,3286,23,311840,7767,time
114,JAVIER MURGUIALDAY,B.H.,,,1988,3286,23,311845,7772,time
115,EDDY PLANCKAERT,A.D.R. - I.O.C.,,,1988,3286,23,311847,7774,time
116,ANGEL CAMARILLO LLORENS,TEKA,,,1988,3286,23,311902,7829,time
117,CELESTINO PRIETO,KAS-CANAL 10-MAVIC,,,1988,3286,23,311949,7876,time
118,HERMINIO DIAZ ZABALA,REYNOLDS,,,1988,3286,23,311975,7902,time
119,JACQUES HANEGRAAF,TOSHIBA,,,1988,3286,23,312004,7931,time
120,JOËL PELIER,SYSTEME U,,,1988,3286,23,312081,8008,time
122,JELLE NIJDAM,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,312232,8159,time
123,RÉGIS SIMON,RMO-LIBERIA-MAVIC,,,1988,3286,23,312371,8298,time
124,FRANK HOSTE,A.D.R. - I.O.C.,,,1988,3286,23,312403,8330,time
125,ALFRED ACHERMANN,KAS-CANAL 10-MAVIC,,,1988,3286,23,312439,8366,time
126,FRANS MAASSEN,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,312456,8383,time
127,TWAN POELS,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,312475,8402,time
128,MANUEL-JORGE DOMINGUEZ,B.H.,,,1988,3286,23,312532,8459,time
129,PHILIPPE CASADO,Z-PEUGEOT,,,1988,3286,23,312564,8491,time
130,JOHAN LAMMERTS,TOSHIBA,,,1988,3286,23,312670,8597,time
131,RENÉ MARTENS,A.D.R. - I.O.C.,,,1988,3286,23,312765,8692,time
132,GERRIT SOLLEVELD,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,312889,8816,time
133,MICHEL VERMOTE,RMO-LIBERIA-MAVIC,,,1988,3286,23,312893,8820,time
134,JUAN MARTINEZ-OLIVER,KELME,,,1988,3286,23,312937,8864,time
135,ANDY BISHOP,P.D.M,,,1988,3286,23,313013,8940,time
136,ERICH MAECHLER,CARRERA JEANS-VAGABOND,,,1988,3286,23,313050,8977,time
137,RIK VAN SLIJCKE,SIGMA-FINA-DIAMANT,,,1988,3286,23,313256,9183,time
138,JEAN-PAUL VAN POPPEL,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,313382,9309,time
139,MILAN JURCO,CHATEAU D'AX,,,1988,3286,23,313418,9345,time
140,HARTMUT BÖLTS,RMO-LIBERIA-MAVIC,,,1988,3286,23,313459,9386,time
141,WALTER MAGNAGO,CARRERA JEANS-VAGABOND,,,1988,3286,23,313545,9472,time
142,STEFANO ZANATTA,CHATEAU D'AX,,,1988,3286,23,313576,9503,time
143,NICO VERHOEVEN,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,313813,9740,time
144,NATHAN DAHLBERG,SEVEN ELEVEN-HOONVED,,,1988,3286,23,313839,9766,time
145,GERT JAKOBS,SUPERCONFEX-YOKO-OPEL,,,1988,3286,23,314001,9928,time
146,MARCO TABAI,CARRERA JEANS-VAGABOND,,,1988,3286,23,314049,9976,time
147,MATHIEU HERMANS,CAJA RURAL-ORBEA,,,1988,3286,23,314206,10133,time
148,JEAN-PIERRE HEYNDERICKX,SIGMA-FINA-DIAMANT,,,1988,3286,23,314520,10447,time
149,DIRK DEMOL,A.D.R. - I.O.C.,,,1988,3286,23,314591,10518,time
150,JOHN TALEN,PANASONIC-ISOSTAR,,,1988,3286,23,315175,11102,time
151,DIRK WAYENBERG,A.D.R. - I.O.C.,,,1988,3286,23,316594,12521,time
1,GREG LEMOND,ADR-AGRIGEL-BOTTECCHIA,,,1989,3285,22,315515,0,time
2,LAURENT FIGNON,SUPER U,,,1989,3285,22,315523,8,time
3,PEDRO DELGADO,REYNOLDS-BANESTO,,,1989,3285,22,315729,214,time
4,GERT-JAN THEUNISSE,PDM,,,1989,3285,22,315965,450,time
5,MARINO LEJARETTA,PATERNINA-MARCOS-EQUIZABAL,,,1989,3285,22,316094,579,time
6,CHARLY MOTTET,RMO- MAVIC-LIBERIA,,,1989,3285,22,316121,606,time
7,STEVEN ROOKS,PDM,,,1989,3285,22,316185,670,time
8,RAÚL ALCALÁ,PDM,,,1989,3285,22,316376,861,time
9,SEAN KELLY,PDM,,,1989,3285,22,316620,1105,time
10,ROBERT MILLAR,Z-PEUGEOT,,,1989,3285,22,316641,1126,time
11,GIANNI BUGNO,CHATEAU D'AX,,,1989,3285,22,316967,1452,time
12,ERIC CARITOUX,RMO- MAVIC-LIBERIA,,,1989,3285,22,317209,1694,time
13,PASCAL SIMON,SUPER U,,,1989,3285,22,317223,1708,time
14,BRUNO CORNILLET,Z-PEUGEOT,,,1989,3285,22,317226,1711,time
15,STEVE BAUER,HELVETIA-LA SUISSE,,,1989,3285,22,317391,1876,time
16,ALVARO PINO,B.H.,,,1989,3285,22,317392,1877,time
17,MIGUEL INDURAIN,REYNOLDS-BANESTO,,,1989,3285,22,317396,1881,time
18,JÉRÔME SIMON,Z-PEUGEOT,,,1989,3285,22,317565,2050,time
19,LUIS ''LUCHO'' HERRERA,CAFÉ DE COLOMBIA,,,1989,3285,22,317690,2175,time
20,ALBERTO LUIS CAMARGO,CAFÉ DE COLOMBIA,,,1989,3285,22,317748,2233,time
21,BEAT BREU,DOMEX-WEINMANN-EDDY MERCKX,,,1989,3285,22,317830,2315,time
22,ANDREW ''ANDY'' HAMPSTEN,SEVEN ELEVEN-AMERICAN AIRLINES,,,1989,3285,22,318016,2501,time
23,PASCAL RICHARD,HELVETIA-LA SUISSE,,,1989,3285,22,318042,2527,time
24,FABRICE PHILIPOT,TOSHIBA,,,1989,3285,22,318198,2683,time
25,WILLIAM PALACIO,REYNOLDS-BANESTO,,,1989,3285,22,318257,2742,time
26,ANSELMO FUERTE,B.H.,,,1989,3285,22,318434,2919,time
27,LUC ROOSEN,HISTOR-SIGMA-FINA,,,1989,3285,22,318603,3088,time
28,ABELARDO RONDON,REYNOLDS-BANESTO,,,1989,3285,22,318712,3197,time
29,JÖRG MULLER,PDM,,,1989,3285,22,318815,3300,time
30,DOMINIQUE ARNAUD,REYNOLDS-BANESTO,,,1989,3285,22,318838,3323,time
31,JOHN CARLSEN,FAGOR,,,1989,3285,22,319156,3641,time
32,MARTIAL GAYANT,TOSHIBA,,,1989,3285,22,319268,3753,time
33,JÉSUS RODRIGUEZ-MAGRO,REYNOLDS-BANESTO,,,1989,3285,22,319276,3761,time
34,MARC MADIOT,TOSHIBA,,,1989,3285,22,319281,3766,time
35,GÉRARD RUE,SUPER U,,,1989,3285,22,319328,3813,time
36,CLAUDE CRIQUIELION,HITACHI-VTM,,,1989,3285,22,319362,3847,time
37,FRÉDÉRIC VICHOT,HELVETIA-LA SUISSE,,,1989,3285,22,319680,4165,time
38,PHIL ANDERSON,TVM,,,1989,3285,22,319813,4298,time
39,MAARTEN DUCROT,DOMEX-WEINMANN-EDDY MERCKX,,,1989,3285,22,320002,4487,time
40,PRIMOZ CERIN,CARRERA JEANS-VAGABOND,,,1989,3285,22,320111,4596,time
41,JESPER SKIBBY,TVM,,,1989,3285,22,320195,4680,time
42,HELMUT WECHSELBERGER,PATERNINA-MARCOS-EQUIZABAL,,,1989,3285,22,320386,4871,time
43,LAURENT BEZAULT,TOSHIBA,,,1989,3285,22,320444,4929,time
44,MARTIN EARLEY,PDM,,,1989,3285,22,320720,5205,time
45,SEAN YATES,SEVEN ELEVEN-AMERICAN AIRLINES,,,1989,3285,22,320739,5224,time
46,ATLE KVALSVOLL,Z-PEUGEOT,,,1989,3285,22,320743,5228,time
47,YVON MADIOT,TOSHIBA,,,1989,3285,22,320765,5250,time
48,JAVIER MURGUIALDAY,B.H.,,,1989,3285,22,320772,5257,time
49,SAMUEL CABRERA,CAFÉ DE COLOMBIA,,,1989,3285,22,320792,5277,time
50,PETER STEVENHAAGEN,HELVETIA-LA SUISSE,,,1989,3285,22,320813,5298,time
51,PATRICK ROBEET,DOMEX-WEINMANN-EDDY MERCKX,,,1989,3285,22,320842,5327,time
52,DOMINIQUE GARDE,SUPER U,,,1989,3285,22,320848,5333,time
54,GILLES SANDERS,RMO- MAVIC-LIBERIA,,,1989,3285,22,321006,5491,time
55,GUY NULENS,PANASONIC-ISOSTAR,,,1989,3285,22,321124,5609,time
57,FRANK PINEAU,RMO- MAVIC-LIBERIA,,,1989,3285,22,321154,5639,time
58,RONAN PENSEC,Z-PEUGEOT,,,1989,3285,22,321217,5702,time
59,PHILIPPE LOUVIOT,Z-PEUGEOT,,,1989,3285,22,321294,5779,time
60,GÉRARD ZADROBILEK,SEVEN ELEVEN-AMERICAN AIRLINES,,,1989,3285,22,321359,5844,time
61,MARC SERGEANT,HITACHI-VTM,,,1989,3285,22,321436,5921,time
62,JULIAN GOROSPE,REYNOLDS-BANESTO,,,1989,3285,22,321486,5971,time
63,LUDO PEETERS,PATERNINA-MARCOS-EQUIZABAL,,,1989,3285,22,321513,5998,time
64,CHRISTOPHE LAVAINNE,SUPER U,,,1989,3285,22,321530,6015,time
65,VINCENT LAVENU,FAGOR,,,1989,3285,22,321621,6106,time
66,DIRK DE WOLF,HITACHI-VTM,,,1989,3285,22,321625,6110,time
67,JEAN-CLAUDE COLOTTI,RMO- MAVIC-LIBERIA,,,1989,3285,22,321663,6148,time
68,JEAN-CLAUDE LECLERCQ,HELVETIA-LA SUISSE,,,1989,3285,22,321721,6206,time
69,MICHAËL WILSON,HELVETIA-LA SUISSE,,,1989,3285,22,321760,6245,time
71,PASCAL POISSON,TOSHIBA,,,1989,3285,22,321987,6472,time
72,THIERRY MARIE,SUPER U,,,1989,3285,22,322017,6502,time
73,RON KIEFEL,SEVEN ELEVEN-AMERICAN AIRLINES,,,1989,3285,22,322033,6518,time
74,JURE PAVLIC,CARRERA JEANS-VAGABOND,,,1989,3285,22,322063,6548,time
75,ROBERT FOREST,FAGOR,,,1989,3285,22,322094,6579,time
76,JULIO-CÉSAR CADENA,CAFÉ DE COLOMBIA,,,1989,3285,22,322112,6597,time
77,JEAN-PHILIPPE VANDENBRANDE,TVM,,,1989,3285,22,322139,6624,time
78,JOKIN MUJIKA,PATERNINA-MARCOS-EQUIZABAL,,,1989,3285,22,322171,6656,time
79,CHRISTIAN CHAUBET,FAGOR,,,1989,3285,22,322253,6738,time
80,ALFRED ACHERMANN,DOMEX-WEINMANN-EDDY MERCKX,,,1989,3285,22,322297,6782,time
81,CLAUDIO CHIAPPUCCI,CARRERA JEANS-VAGABOND,,,1989,3285,22,322299,6784,time
82,BERNARD RICHARD,CAFÉ DE COLOMBIA,,,1989,3285,22,322309,6794,time
83,STEPHEN HODGE,PATERNINA-MARCOS-EQUIZABAL,,,1989,3285,22,322330,6815,time
84,ACACIO DA SILVA,CARRERA JEANS-VAGABOND,,,1989,3285,22,322371,6856,time
85,PER PEDERSEN,RMO- MAVIC-LIBERIA,,,1989,3285,22,322397,6882,time
86,JEFF PIERCE,SEVEN ELEVEN-AMERICAN AIRLINES,,,1989,3285,22,322413,6898,time
87,MARC VAN ORSOUW,PDM,,,1989,3285,22,322463,6948,time
88,JESPER WORRE,CAFÉ DE COLOMBIA,,,1989,3285,22,322558,7043,time
89,FRANÇOIS LEMARCHAND,Z-PEUGEOT,,,1989,3285,22,322645,7130,time
90,PHILIPPE LELEU,TOSHIBA,,,1989,3285,22,322761,7246,time
91,RENÉ MARTENS,ADR-AGRIGEL-BOTTECCHIA,,,1989,3285,22,322795,7280,time
92,MELCHOR MAURI,REYNOLDS-BANESTO,,,1989,3285,22,322797,7282,time
93,PHILIPPE CASADO,Z-PEUGEOT,,,1989,3285,22,322818,7303,time
94,CAMILLO PASSERA,CHATEAU D'AX,,,1989,3285,22,322905,7390,time
95,BJARNE RIIS,SUPER U,,,1989,3285,22,322932,7417,time
96,ANDRÉAS KAPPES,TOSHIBA,,,1989,3285,22,322951,7436,time
97,VINCENT BARTEAU,SUPER U,,,1989,3285,22,323153,7638,time
98,RIK VAN SLIJCKE,HISTOR-SIGMA-FINA,,,1989,3285,22,323164,7649,time
99,PATRICK TOLHOEK,SUPERCONFEX-YOKO-OPEL,,,1989,3285,22,323201,7686,time
100,THOMAS WEGMULLER,DOMEX-WEINMANN-EDDY MERCKX,,,1989,3285,22,323313,7798,time
101,ETIENNE DE WILDE,HISTOR-SIGMA-FINA,,,1989,3285,22,323344,7829,time
102,GIANCARLO PERINI,CARRERA JEANS-VAGABOND,,,1989,3285,22,323444,7929,time
103,FRANS MAASSEN,SUPERCONFEX-YOKO-OPEL,,,1989,3285,22,323462,7947,time
104,HENRI MANDERS,HELVETIA-LA SUISSE,,,1989,3285,22,323530,8015,time
105,WILFRIED PEETERS,HISTOR-SIGMA-FINA,,,1989,3285,22,323533,8018,time
106,JOHAN MUSEEUW,ADR-AGRIGEL-BOTTECCHIA,,,1989,3285,22,323546,8031,time
